TimeInstant,id_entity,so2,no2,co,o3,pm10,pm2_5
2016-10-01 00:00:00.004,aq_salvia,6.80117094260474,48.398337879833704,0.657363926741451,48.49706558445371,20.1015302324903,9.137353903174679
2016-10-01 00:00:00.006,aq_jaen,5.42122740237449,51.792395008212004,0.732443758206918,48.4320210954126,16.6718693193492,9.491083456494039
2016-10-01 00:00:00.009,aq_distrito_telefonica,6.19889519469604,45.4304034994297,0.6109698929909039,50.2998830624253,14.0139860268244,11.3579452182985
2016-10-01 00:00:00.013,aq_alonso_quijano,5.34589303708428,50.0506023784835,0.74575595168381,44.2020637109335,20.280176233455,8.71771349377584
2016-10-01 00:00:00.016,aq_ciudad_escolar,5.0816244087680795,47.98675225190289,0.622382278328765,46.975472279704,18.5619215413193,9.06455080444267
2016-10-01 00:00:00.024,aq_aragoneses,7.61479734969671,53.25466428819549,0.742230109553753,46.9543209138669,14.178209148354199,10.3525029243585
2016-10-01 00:00:00.025,aq_uam,7.97521664844045,52.4971373796325,0.7739154039454879,48.30463912888471,20.7321284907492,8.10636199872857
2016-10-01 00:00:00.026,aq_nevero,4.7246720523347,50.1833845896301,0.7704332968434221,42.3542827346734,14.2464736033532,13.857350897265999
2016-10-01 00:00:00.027,aq_alcala_zamora,5.975171258743139,45.1617785683031,0.6179989065259749,51.64845049165179,21.7657514877837,8.75557387247714
2016-10-01 00:00:00.030,aq_camino_del_sur,4.32621108590227,52.7375647682874,0.6278870208711049,42.1809086305934,16.3500160010406,8.899487086500079
2016-10-01 00:15:00.012,aq_salvia,5.6185249329982305,48.304720466318905,0.612077567694197,48.367071789092705,19.6260823776554,9.768635030454698
2016-10-01 00:15:00.013,aq_jaen,5.8077474552947,49.6333699467406,0.70399081381578,45.5974296109701,20.1177694198493,10.2006993595411
2016-10-01 00:15:00.017,aq_camino_del_sur,5.743817834457491,51.799253256145,0.684321550465674,39.8586916438435,19.0138887315792,10.897520872382698
2016-10-01 00:15:00.019,aq_alcala_zamora,5.61840675668172,51.258320386449,0.7313333719958359,45.4142385045319,18.069241803089604,9.076385596433571
2016-10-01 00:15:00.023,aq_nevero,4.23040696363236,52.434728887915796,0.668465748264077,44.218480433805894,13.892052047806699,8.78057095613207
2016-10-01 00:15:00.024,aq_alonso_quijano,5.13500850316872,48.060587936828,0.7551355641090091,45.027333754047,20.5290066694139,10.359125293298698
2016-10-01 00:15:00.027,aq_ciudad_escolar,4.93848173721726,52.662262191657895,0.7158849724006991,46.88412597109139,18.3091581142246,11.7153814184896
2016-10-01 00:15:00.029,aq_uam,7.79749721654544,50.3925691215683,0.760235035861779,44.817186500367406,13.0449280141315,10.318532966561
2016-10-01 00:15:00.030,aq_aragoneses,6.71073185733922,48.6028591045163,0.6850035951094321,41.717671437917,14.342754420197199,11.921120911146
2016-10-01 00:15:00.031,aq_distrito_telefonica,5.3938957779096794,48.7238730122381,0.689382235387955,53.3556855895916,18.310088286701397,10.1706478839211
2016-10-01 00:30:00.001,aq_uam,4.607519683682019,43.889215468288896,0.7283866164742309,47.4284841234086,18.949539785532,11.598819572411498
2016-10-01 00:30:00.002,aq_distrito_telefonica,4.690025118362421,46.9240599255538,0.7300486857760559,50.8605624287954,19.2710791418227,13.190428516998
2016-10-01 00:30:00.006,aq_camino_del_sur,4.515524744951981,49.670032652234106,0.708453933924573,41.770632630240705,18.198135488871,10.61305799862
2016-10-01 00:30:00.007,aq_alcala_zamora,6.684838571234651,45.5113527664912,0.658517602155604,52.8568309186532,16.3661649449895,10.8708434841521
2016-10-01 00:30:00.017,aq_aragoneses,7.87461949592939,48.241678128314895,0.6419033995781159,44.0666517586454,18.0543720913303,10.1060746567369
2016-10-01 00:30:00.018,aq_nevero,4.47125584841751,46.320915028699105,0.632538317860756,46.522466446879605,14.5118818805965,9.54397753932792
2016-10-01 00:30:00.019,aq_ciudad_escolar,5.53224898515778,42.0047803486258,0.622645436156627,42.5529653531942,15.588333022358999,11.390794069139499
